state,key,svn,english,translation
CURRENT,tutorial_wrapup1,2448,"We've covered the basics. You've learnt how to install equipment on your ship, and how to navigate space.",Мы рассмотрели основы. Вы научились устанавливать оборудование на ваш корабль и перемещаться в космосе.
CURRENT,tutorial_wrapup4,2448,"Keep a keen eye out for special systems on the map, you never know who or what you may find there.","Внимательно следите за особыми системами на карте, вы никогда не знаете, кого или что вы можете там найти."
CURRENT,tutorial_wrapupfinal,2448,"Whatever you choose, more instructions will be given when required.\n\nIt's up to you what you do next.","Что бы вы ни выбрали, дополнительные инструкции будут даны при необходимости.\n\nЭто зависит от вас, что вы будете делать дальше."
CURRENT,tutorial_tutorialend,2448,[End of tutorial - Alpha 11],[Конец обучения - Альфа 11]
CURRENT,tutorial_tutorialskip,2448,Are you sure you wish to skip the tutorial?,"Вы уверены, что хотите пропустить обучение?"
CURRENT,tutorial_tutorialskipyes,2448,SKIP TUTORIAL,ПРОПУСТИТЬ ОБУЧЕНИЕ
CURRENT,tutorial_tutorialskipno,2448,RESUME TUTORIAL,ПРОДОЛЖИТЬ ОБУЧЕНИЕ
CURRENT,tutorial_resin_title,2448,GAS COLLECTORS,ГАЗОСБОРНИКИ
CURRENT,tutorial_end_title,2448,END OF TUTORIAL,КОНЕЦ ОБУЧЕНИЯ
CURRENT,tutorial_docking_title,2448,DOCKING,СТЫКОВКА
CURRENT,tutorial_dockingstart,2448,We are now going to learn how to dock your ship to another ship.,Теперь мы научимся стыковать ваш корабль с другим кораблем.
CURRENT,tutorial_dockingapproachship_x,2448,Use your main ship engines to get close to the *X.,"Используйте основные двигатели, чтобы приблизиться к *X."
CURRENT,tutorial_dockingsuccess,2448,Well done. You have docked successfully!,Отлично. Вы успешно состыковались!
CURRENT,tutorial_logistics_crew_title,2448,CREW LOGISTICS,ЛОГИСТИКА ЭКИПАЖА
CURRENT,tutorial_logisticscrewstart,2448,We are now going to learn how to transfer crew from one ship to another.\n\nThe two ships must be docked so that the crew can walk from one ship to another.,"Теперь мы научимся переводить экипаж с одного корабля на другой.\n\nДва корабля должны быть состыкованы, чтобы экипаж мог переходить с одного корабля на другой."
CURRENT,tutorial_logisticscrewswitchtonormalview,2448,"First, switch back to normal view by leaving tactical mode.","Сначала вернитесь в обычный режим, выйдя из тактического режима."
CURRENT,tutorial_logisticscrewopen,2448,Open the Fleet Logistics window.,Откройте окно Логистики Флота.
CURRENT,tutorial_logisticscrewwait,2448,Excellent. Now we just need to wait for the crew to transfer.,Отлично. Теперь нам просто нужно дождаться перевода экипажа.
CURRENT,tutorial_logisticscrewsuccess,2448,Well done. You have transferred some crew successfully!,Отлично. Вы успешно перевели экипаж!
CURRENT,tutorial_combat_title,2448,COMBAT,БОЙ
CURRENT,tutorial_combatstart,2448,We are now going to learn some basic combat techniques.,Теперь мы изучим основные приемы боя.
CURRENT,tutorial_combatswitchtotacticalview,2448,Switch to tactical mode.,Переключитесь на режим тактика.
CURRENT,tutorial_combatopenweaponscontrol,2448,Open the weapons control panel.,Откройте панель управления оружием.
CURRENT,tutorial_combatrange,2448,You can see the range of weapons by hovering over them. Weapons will shoot at enemy ships in their range.,"Наведите курсор на оружие, чтобы увидеть его радиус действия. Орудие будет стрелять по вражеским кораблям в пределах этого радиуса."
CURRENT,tutorial_combatselecttarget,2448,Target their weapon systems so that they can't damage you further.,"Нацельтесь на их оружейные системы, чтобы они не могли нанести вам дальнейший урон."
CURRENT,tutorial_combatsuccess,2448,Well done. You have learned how to use weapons. Now fire at will at the pirate ship!,Отлично. Вы научились использовать оружие. Теперь огонь по усмотрению по пиратскому кораблю!
CURRENT,tutorial_mining_title,2448,MINING,ДОБЫЧА
CURRENT,tutorial_miningstart,2448,We are now going to learn how to mine and collect resources from asteroids.,Теперь мы научимся добывать и собирать ресурсы с астероидов.
CURRENT,tutorial_miningflytodeposit,2448,"This system seems to have asteroids containing Tilium Ore, fly close to one of them.","В этой системе, похоже, есть астероиды, содержащие Тилиевую Руду, подлетите близко к одному из них."
CURRENT,tutorial_miningswitchtotactical,2448,Switch to tactical mode.,Переключитесь на режим тактика.
CURRENT,tutorial_miningopenweaponscontrol,2448,Open the weapons control panel.,Откройте панель управления оружием.
CURRENT,tutorial_miningrange,2448,You can see the range of mining lasers by hovering over them. Mining lasers will fire at mineral patches in their field of fire.,"Вы можете увидеть радиус действия шахтерских лазеров, наведя на них курсор. Шахтерские лазеры будут стрелять по месторождениям минералов в их секторе обстрела."
CURRENT,tutorial_miningselecttarget,2448,Target a Tilium Ore patch by clicking on one while having a mining laser selected.,"Нацельтесь на месторождение Тилиевой Руды, щелкнув по нему при выбранном шахтерском лазере."
CURRENT,tutorial_mininggetinrange,2448,Move your ship until the mineral patch is in the range of fire.,"Переместите свой корабль, пока месторождение минералов не окажется в секторе обстрела."
CURRENT,tutorial_miningwaitsmelter,2448,Perfect! Now wait for your smelter to smelt the Tilium Ore.,"Отлично! Теперь подождите, пока ваша плавильная печь переплавит Тилиевую Руду."
CURRENT,tutorial_buyship_title,2448,PURCHASING SHIPS,ПОКУПКА КОРАБЛЕЙ
CURRENT,tutorial_buyshipstart,2448,We are now going to learn about selecting and buying ships.,Теперь мы научимся выбирать и покупать корабли.
CURRENT,episode_part1,2448,PART 1,ЧАСТЬ 1
CURRENT,episode_part2,2448,PART 2,ЧАСТЬ 2
CURRENT,episode_part3,2448,PART 3,ЧАСТЬ 3
CURRENT,episode_part4,2448,PART 4,ЧАСТЬ 4
CURRENT,episode_part5,2448,PART 5,ЧАСТЬ 5
CURRENT,episode_episodecompleted,2448,EPISODE COMPLETED,ЭПИЗОД ЗАВЕРШЕН
CURRENT,episode_awardreceived,2448,AWARD RECEIVED,НАГРАДА ПОЛУЧЕНА
CURRENT,opentextcrawlstory_1,2448,It is the 23rd century.  Humanity has colonised the stars.,Это 23-й век.  Человечество колонизировало звезды.
CURRENT,opentextcrawlstory_2,2448,"Millions now thrive on distant worlds, living hundreds of light years from Earth.","Миллионы теперь процветают на далеких мирах, живя в сотнях световых лет от Земли."
CURRENT,opentextcrawlstory_3,2448,"As space becomes the new frontier, an era of unprecedented exploration and expansion unfolds.","По мере того, как космос становится новым рубежом, разворачивается эра беспрецедентных исследований и экспансии."
